Counter:,Time:,Y:,F3:,F4:,P7:,FC6:,F7:,F8:,T7:,P8:,FC5:,AF4:,Unknown:,T8:,X:,O2:,O1:,AF3:
126,10.32684141989313,135,7841,-653,5851,-7246,-4233,1195,-3938,-6985,-1480,1537,82,3228,53,-1065,-1759,-2043
127,10.393598036217924,-16,1231,3858,5459,4675,-860,-5638,6892,-7585,-507,-753,29,-4880,133,4055,6812,3086
128,10.469449546581021,-93,5325,-5561,7146,370,7072,2458,-2657,2684,8109,-2259,89,-1397,-81,-2158,-2647,-488
129,10.542916464422486,-86,-2034,1686,-78,6730,3486,7888,6052,4888,-1890,-6181,53,1581,89,-203,3057,942
130,10.62014373413675,149,7299,4494,739,6026,6727,-2471,2431,1803,4118,750,104,2382,121,5116,-1698,-3517
131,10.688683663018075,84,-5178,-6980,3845,8145,-7007,2345,-4656,-2433,-1686,7035,242,-4353,-47,7277,-3285,559
132,10.75556686459868,-94,-2713,4002,-6715,2648,-3510,5846,7096,-4146,-2965,-1837,20,-1304,-15,6556,6296,5989
133,10.827096514842763,-89,3669,428,6534,-7335,-5392,4193,2331,2157,-152,4427,122,3080,-6,-6113,-2767,-5702
134,10.89851155411199,110,6534,-3362,3502,4929,95,-3067,-5556,-2961,6160,-4585,54,-3234,3,4015,4291,7667
135,10.969003290788999,103,-2443,3975,-8125,6292,1533,5252,-6824,-969,-6455,3214,43,-7310,85,2989,3941,-4225
136,11.043651385916107,38,6793,-4590,3332,-4262,1244,-1652,7955,8156,-7748,4231,40,2392,24,2889,-2825,7861
137,11.112199440202366,-104,4850,-4661,8121,-8012,1104,-4995,3820,347,1417,-4011,233,-663,73,-3105,-6962,3497
138,11.180639725960027,77,5258,-275,6426,-2526,-4149,-4585,-5472,-7543,-2848,7136,21,7566,13,-4256,4597,1043
139,11.253269299440417,-99,7948,-3010,1210,5778,-1096,6857,-125,7902,-5587,5291,62,-6939,-3,5138,7268,-525
140,11.32045228569779,7,-4563,5991,7285,561,8162,-7904,7987,-5226,6060,-7754,113,699,94,1658,-5205,5997
141,11.395563528906129,-6,3163,-7669,3412,-3282,4089,4822,-2724,4030,1611,149,85,-3170,-75,2245,-7485,-917
142,11.473838975856856,127,6214,3054,620,414,3011,-2777,-4383,-1761,2355,-3702,39,5039,-44,5885,3491,2922
143,11.549755917112316,121,1890,197,811,-2118,7666,1277,7492,7655,-7787,3772,37,7033,98,6162,993,7456
144,11.61724510283983,65,-2969,7797,3834,7812,1162,-5842,1209,1288,4814,4993,83,-5365,55,-3318,5824,3359
145,11.684452037659113,-33,-7011,1722,-7112,1098,-4187,6392,7933,1851,5484,7888,36,-7365,-95,2897,843,7640
146,11.762244236842724,-42,-7357,1471,3756,-6762,6658,-2247,-4695,6207,3467,-2391,123,-7058,-104,-6071,-6046,-5294
147,11.836381714417676,43,3499,7191,-3800,6691,-7757,7155,-2716,-3596,302,282,28,-257,34,5054,-2824,2226
148,11.904238681631666,46,4387,1518,2102,-6150,4040,-2176,-6257,1909,4977,5587,108,-1262,29,-925,-7648,2765
149,11.967473576396982,-66,5110,-634,3143,-4624,-5722,-4712,-5312,984,2705,1503,97,6024,23,7468,-5954,7791
150,12.044135488989006,95,-5431,-4968,-1250,-3531,-1207,6757,5163,-2069,7605,-4177,101,-5188,-46,-3984,-533,-4945
151,12.116336126619467,47,-3331,-270,-6508,-3930,5688,274,232,337,6538,6845,24,-4607,7,-3144,-1080,859
152,12.184962013731935,-60,6466,-5769,-2778,-6955,7000,4653,-1352,-4282,-1490,-6277,117,4722,16,5656,-1968,640
153,12.264892905024707,-63,6809,1935,-4684,6543,767,-7380,-6270,4918,4473,1460,60,6837,86,2362,-4855,1769
154,12.343019101116388,-95,1814,1697,-2815,-712,1833,6946,-4928,-6015,2057,-4576,20,3484,61,-5472,242,1159
155,12.418400193299107,-10,-3490,-5937,-3685,3593,-7582,-4129,3726,5000,2420,2481,93,-3308,-7,-194,3267,4833
156,12.489290074817873,140,932,-2858,-3339,2766,-4237,1761,5446,-171,-3568,3556,253,571,-25,-489,-5287,-1258
157,12.561689143389875,-63,647,-1584,-422,-5057,7896,-7818,-7983,5683,-5617,-6325,225,-2367,-77,-2803,4818,889
158,12.630684094947496,75,5357,-7132,1935,-677,3406,5265,1692,1680,5442,-5013,242,-540,115,-7988,-834,-717
159,12.705717505329623,52,4553,6459,-6620,-3507,-5094,-3380,-1987,4568,-3108,2832,52,-655,-6,-3726,3428,-4483
160,12.78017358430856,115,2409,-1679,5527,5888,-7058,7609,7539,-189,6009,3421,39,-4041,-57,3148,-3223,6779
161,12.845475325497306,72,5929,1705,6548,-3827,-1004,-2677,823,3279,-2733,-6260,100,-3702,-79,693,-6341,-5541
162,12.915236631036054,79,3682,5770,-6551,5699,6546,4613,6120,-3448,-4659,-1478,29,3049,72,132,1090,779
163,12.988069767292679,-8,1750,4183,-4908,5660,6700,6236,-7902,-7768,5166,3628,241,-3564,0,7891,243,1225
164,13.055657313185181,-26,-5533,2170,-2469,808,-2230,-489,1076,3754,-330,3476,244,-7063,70,1179,-1994,2690
165,13.13058509330317,112,-4611,175,3225,-7428,-1792,-1184,1367,4877,-7380,-1339,20,-7554,103,-2588,4095,1564
