Counter:,Time:,Y:,F3:,F4:,P7:,FC6:,F7:,F8:,T7:,P8:,FC5:,AF4:,Unknown:,T8:,X:,O2:,O1:,AF3:
125,9.843545327999076,67,401,4380,-3554,4578,-6787,-1614,814,-438,-1067,1473,124,-8031,68,-4452,799,7026
126,9.912346125144065,62,165,-6604,-7947,6064,-7940,-3013,1766,3685,7154,-1476,58,5357,7,5072,7222,5333
127,9.977597403291645,111,-1789,919,5739,4474,2436,8025,-6011,-584,-7657,2522,34,-3385,71,-3542,-905,-1892
128,10.048409024331312,-101,2033,-1707,6816,2746,-5699,780,7798,6225,-4526,3663,122,5694,21,2619,-1760,3941
129,10.115172910755257,54,-5471,-3196,6600,6702,5563,-7215,-5619,-2161,5050,-5799,44,-3994,96,174,4254,-877
130,10.188623577786853,132,-822,3349,4546,-1387,-7109,-5318,3916,-566,4491,-32,125,1591,20,5769,547,-1292
131,10.255785181399665,132,-2645,-8016,-2971,-4956,-2008,-2395,-2280,6923,-4573,4381,227,986,129,2561,-1282,660
132,10.337212002506046,26,3293,-1015,6728,-2883,-6510,-1268,-4543,645,1117,8042,112,6157,67,6035,1146,-887
133,10.409812067936938,-54,6995,1190,-4567,-6589,-5372,-2437,2871,-2957,-5421,2897,112,-6669,-7,6153,1410,7542
134,10.475211313984891,-28,-1832,2650,2176,-1621,3930,-7056,8022,2634,1962,-1033,22,5246,-65,-501,-5127,5324
135,10.541379479931319,-101,7232,44,7716,1286,2345,4230,7390,541,-1631,1493,33,5959,-26,-1109,-5800,-3562
136,10.61390042957733,25,4908,-2313,-2834,6755,6390,2493,-3246,1397,-2914,3607,97,1518,105,-1370,7226,5419
137,10.681579065535667,129,-3588,-220,-1356,-1694,-3182,-4402,1327,-31,-6168,-7663,31,-1344,119,680,2859,5254
138,10.753638150059123,-27,3337,-3936,-3402,-1506,7512,4937,4182,4836,-1969,-6019,232,-6665,-86,-2386,1039,-5185
139,10.823565384919677,-14,-2227,-1966,-7484,2107,-3879,969,-6039,5968,-2738,6093,44,-7759,57,4205,4342,-378
140,10.891519429339981,-83,-7639,-1771,5279,4693,-1310,-6908,1773,-4158,20,7312,240,7632,115,-3286,-2943,4643
141,10.96228400856161,-44,2886,62,3377,-3553,-7336,-5543,7808,-6098,7299,3654,86,-3028,133,1025,1386,6367
142,11.030949239740073,21,-700,-2360,-179,-3041,-5101,6999,-4322,-6288,5969,-1918,119,6359,38,6478,-7235,-7575
